site_id,date,metric,observed,expected,residual,anomaly_score,rule
S3,2025-12-04,units_produced,1294.0,1040.7574331427586,253.24256685724134,4.330980163975475,|z|>=3.0 via STL residuals
S3,2025-12-06,units_produced,1316.0,946.0363923719021,369.96360762809786,6.2931920582070635,|z|>=3.0 via STL residuals
S3,2025-12-07,units_produced,0.0,901.4694183398097,-901.4694183398097,-15.081026247221264,|z|>=3.0 via STL residuals
S3,2025-12-15,units_produced,917.0,1132.1245184463194,-215.1245184463193,-3.5427970023321165,|z|>=3.0 via STL residuals
S3,2025-12-17,units_produced,965.0,1224.8923724408678,-259.89237244086775,-4.2953949487450425,|z|>=3.0 via STL residuals
S3,2025-01-05,power_kwh,0.0,3375.076415257121,-3375.076415257121,-12.701466213689809,|z|>=3.0 via STL residuals
S3,2025-01-14,power_kwh,4909.0,4075.726229744261,833.2737702557386,3.208400753206428,|z|>=3.0 via STL residuals
S3,2025-01-18,power_kwh,0.0,3985.7045286741313,-3985.7045286741313,-15.009974684338271,|z|>=3.0 via STL residuals
S3,2025-01-23,power_kwh,0.0,3760.7725978177955,-3760.7725978177955,-14.159608878552723,|z|>=3.0 via STL residuals
S3,2025-01-29,power_kwh,5996.0,3403.331139993443,2592.668860006557,9.85987712428098,|z|>=3.0 via STL residuals
S3,2025-02-14,power_kwh,4652.0,3628.7485978712225,1023.2514021287774,3.926620178051579,|z|>=3.0 via STL residuals
S3,2025-03-23,power_kwh,5593.0,3304.889930217895,2288.110069782105,8.708478209630204,|z|>=3.0 via STL residuals
S3,2025-03-25,power_kwh,0.0,4658.844460714829,-4658.844460714829,-17.554812042631433,|z|>=3.0 via STL residuals
S3,2025-03-29,power_kwh,0.0,4051.217838895317,-4051.217838895317,-15.257650852963256,|z|>=3.0 via STL residuals
S3,2025-04-03,power_kwh,5014.0,3879.4400953936934,1134.5599046063066,4.347427237501676,|z|>=3.0 via STL residuals
S3,2025-04-11,power_kwh,0.0,3926.1389743939226,-3926.1389743939226,-14.784784288427323,|z|>=3.0 via STL residuals
S3,2025-04-22,power_kwh,0.0,3646.0473157067404,-3646.0473157067404,-13.725884522055502,|z|>=3.0 via STL residuals
S3,2025-04-28,power_kwh,0.0,3932.030801004393,-3932.030801004393,-14.807058617661449,|z|>=3.0 via STL residuals
S3,2025-04-29,power_kwh,5737.0,3737.1269280989954,1999.8730719010048,7.618784603092326,|z|>=3.0 via STL residuals
S3,2025-05-04,power_kwh,0.0,3248.700957792622,-3248.700957792622,-12.223697818117042,|z|>=3.0 via STL residuals
S3,2025-05-10,power_kwh,3216.0,4186.149568752355,-970.1495687523543,-3.609526497093902,|z|>=3.0 via STL residuals
S3,2025-05-11,power_kwh,4438.0,3420.787487436928,1017.212512563072,3.903789870357867,|z|>=3.0 via STL residuals
S3,2025-05-14,power_kwh,3606.0,4521.11173759749,-915.1117375974903,-3.4014533726579255,|z|>=3.0 via STL residuals
S3,2025-05-20,power_kwh,0.0,4117.789487681458,-4117.789487681458,-15.509328120601424,|z|>=3.0 via STL residuals
S3,2025-06-02,power_kwh,0.0,3875.7915840053897,-3875.7915840053897,-14.59444359720599,|z|>=3.0 via STL residuals
S3,2025-06-03,power_kwh,0.0,4399.691336299106,-4399.691336299106,-16.575071395642667,|z|>=3.0 via STL residuals
S3,2025-06-07,power_kwh,0.0,3970.2077326360527,-3970.2077326360527,-14.951388313786767,|z|>=3.0 via STL residuals
S3,2025-06-27,power_kwh,5972.0,3953.737819383896,2018.2621806161042,7.688305498550168,|z|>=3.0 via STL residuals
S3,2025-07-06,power_kwh,5206.0,3183.0430392967437,2022.9569607032563,7.7060543367724605,|z|>=3.0 via STL residuals
S3,2025-07-11,power_kwh,4814.0,3934.3962902711273,879.6037097288726,3.3835532811826816,|z|>=3.0 via STL residuals
S3,2025-07-16,power_kwh,0.0,4377.5778488286805,-4377.5778488286805,-16.491470310105694,|z|>=3.0 via STL residuals
S3,2025-07-19,power_kwh,5280.0,4146.968710604626,1133.031289395374,4.341648235380313,|z|>=3.0 via STL residuals
S3,2025-08-09,power_kwh,5703.0,3848.6848726243143,1854.3151273756857,7.068495907692215,|z|>=3.0 via STL residuals
S3,2025-08-15,power_kwh,0.0,4018.9276767384986,-4018.9276767384986,-15.135576367331572,|z|>=3.0 via STL residuals
S3,2025-08-26,power_kwh,0.0,3569.4298718777723,-3569.4298718777723,-13.436228651006841,|z|>=3.0 via STL residuals
S3,2025-08-27,power_kwh,0.0,3987.9788282662894,-3987.9788282662894,-15.018572781540037,|z|>=3.0 via STL residuals
S3,2025-09-01,power_kwh,0.0,4537.32796175113,-4537.32796175113,-17.09541316954078,|z|>=3.0 via STL residuals
S3,2025-09-09,power_kwh,6279.0,3912.6811371180524,2366.3188628819476,9.004150251881692,|z|>=3.0 via STL residuals
S3,2025-09-28,power_kwh,5309.0,3672.49523812407,1636.5047618759302,6.245053516647505,|z|>=3.0 via STL residuals
S3,2025-10-08,power_kwh,0.0,3946.1328139171205,-3946.1328139171205,-14.860371944622523,|z|>=3.0 via STL residuals
S3,2025-10-13,power_kwh,5877.0,4346.623272596995,1530.3767274030051,5.843831461568778,|z|>=3.0 via STL residuals
S3,2025-10-16,power_kwh,3272.0,4401.209348633693,-1129.2093486336926,-4.210859519808476,|z|>=3.0 via STL residuals
S3,2025-10-18,power_kwh,5136.0,3733.054539271138,1402.9454607288621,5.362071529330245,|z|>=3.0 via STL residuals
S3,2025-10-26,power_kwh,0.0,3128.802584656806,-3128.802584656806,-11.770416346269746,|z|>=3.0 via STL residuals
S3,2025-11-09,power_kwh,0.0,3426.073768941018,-3426.073768941018,-12.894264121898033,|z|>=3.0 via STL residuals
S3,2025-11-21,power_kwh,0.0,4169.488226051814,-4169.488226051814,-15.704777646798233,|z|>=3.0 via STL residuals
S3,2025-11-25,power_kwh,3093.0,4621.752995521327,-1528.7529955213272,-5.72135317866167,|z|>=3.0 via STL residuals
S3,2025-12-02,power_kwh,0.0,4499.233121732108,-4499.233121732108,-16.951393824640668,|z|>=3.0 via STL residuals
S3,2025-12-07,power_kwh,0.0,3513.437142157209,-3513.437142157209,-13.224545487368458,|z|>=3.0 via STL residuals
S3,2025-12-17,power_kwh,3148.0,4403.352507653433,-1255.3525076534336,-4.687749700121155,|z|>=3.0 via STL residuals
S4,2025-01-05,units_produced,0.0,1193.478579659275,-1193.478579659275,-19.07916901029499,|z|>=3.0 via STL residuals
S4,2025-01-15,units_produced,1592.0,1209.0764064895989,382.9235935104011,6.215358385341714,|z|>=3.0 via STL residuals
S4,2025-01-18,units_produced,0.0,1247.8283816562086,-1247.8283816562086,-19.951251388102584,|z|>=3.0 via STL residuals
S4,2025-01-23,units_produced,0.0,1354.6871385510483,-1354.6871385510483,-21.66587840381228,|z|>=3.0 via STL residuals
S4,2025-01-28,units_produced,1165.0,1380.529730254283,-215.52973025428298,-3.3872634903554255,|z|>=3.0 via STL residuals
S4,2025-01-30,units_produced,1615.0,1341.9593695869553,273.0406304130446,4.452205766241223,|z|>=3.0 via STL residuals
S4,2025-02-15,units_produced,1455.0,1144.3725575891624,310.62744241083755,5.055313692615851,|z|>=3.0 via STL residuals
S4,2025-02-17,units_produced,1561.0,1227.9060961630353,333.0939038369646,5.415804520209387,|z|>=3.0 via STL residuals
S4,2025-03-02,units_produced,1024.0,1246.3265245808725,-222.32652458087244,-3.4963230331691366,|z|>=3.0 via STL residuals
S4,2025-03-05,units_produced,1154.0,1448.4779141012586,-294.47791410125865,-4.6540449203364584,|z|>=3.0 via STL residuals
S4,2025-03-23,units_produced,1038.0,1312.941926050698,-274.9419260506979,-4.340575684277144,|z|>=3.0 via STL residuals
S4,2025-03-25,units_produced,0.0,1451.4785898028535,-1451.4785898028535,-23.21896812737529,|z|>=3.0 via STL residuals
S4,2025-03-27,units_produced,1305.0,1543.6097528067482,-238.60975280674825,-3.7575993555816205,|z|>=3.0 via STL residuals
S4,2025-03-29,units_produced,0.0,1250.4528263794246,-1250.4528263794246,-19.99336252578025,|z|>=3.0 via STL residuals
S4,2025-04-11,units_produced,0.0,1412.5286871207743,-1412.5286871207743,-22.59398841266946,|z|>=3.0 via STL residuals
S4,2025-04-12,units_produced,1415.0,1121.2847563923583,293.7152436076418,4.783945076644117,|z|>=3.0 via STL residuals
S4,2025-04-22,units_produced,0.0,1384.0616355247994,-1384.0616355247994,-22.137213721081995,|z|>=3.0 via STL residuals
S4,2025-04-27,units_produced,891.0,1245.5152703793872,-354.5152703793872,-5.617388272042981,|z|>=3.0 via STL residuals
S4,2025-04-28,units_produced,0.0,1503.0636621296067,-1503.0636621296067,-24.046688392789132,|z|>=3.0 via STL residuals
S4,2025-05-04,units_produced,0.0,1239.739345307929,-1239.739345307929,-19.821456875637242,|z|>=3.0 via STL residuals
S4,2025-05-20,units_produced,0.0,1445.6757756721495,-1445.6757756721495,-23.125857724776854,|z|>=3.0 via STL residuals
S4,2025-06-02,units_produced,0.0,1406.001151284424,-1406.001151284424,-22.48924931953146,|z|>=3.0 via STL residuals
S4,2025-06-03,units_produced,0.0,1440.9074953595816,-1440.9074953595816,-23.04934717496341,|z|>=3.0 via STL residuals
S4,2025-06-07,units_produced,0.0,1290.624447775249,-1290.624447775249,-20.637945612011798,|z|>=3.0 via STL residuals
S4,2025-06-26,units_produced,1102.0,1489.4110616693988,-387.4110616693988,-6.145225335546437,|z|>=3.0 via STL residuals
S4,2025-07-08,units_produced,1136.0,1486.7870517235144,-350.78705172351437,-5.557566273232689,|z|>=3.0 via STL residuals
S4,2025-07-16,units_produced,0.0,1292.7938498778497,-1292.7938498778497,-20.67275525757708,|z|>=3.0 via STL residuals
S4,2025-07-21,units_produced,1637.0,1307.502503321501,329.4974966784989,5.3580975334112395,|z|>=3.0 via STL residuals
S4,2025-07-26,units_produced,1473.0,1220.834742041093,252.16525795890703,4.11724512648672,|z|>=3.0 via STL residuals
S4,2025-07-30,units_produced,1521.0,1192.7785468497618,328.2214531502383,5.3376224804501575,|z|>=3.0 via STL residuals
S4,2025-08-04,units_produced,1173.0,1459.9808104670308,-286.9808104670308,-4.533748401788401,|z|>=3.0 via STL residuals
S4,2025-08-15,units_produced,0.0,1347.3847322173501,-1347.3847322173501,-21.548705946043842,|z|>=3.0 via STL residuals
S4,2025-08-26,units_produced,0.0,1421.9091109202948,-1421.9091109202948,-22.7445041825777,|z|>=3.0 via STL residuals
S4,2025-08-27,units_produced,0.0,1392.173261669908,-1392.173261669908,-22.267370703381793,|z|>=3.0 via STL residuals
S4,2025-09-01,units_produced,0.0,1401.4677209611102,-1401.4677209611102,-22.416507109795287,|z|>=3.0 via STL residuals
S4,2025-10-08,units_produced,0.0,1442.2877764423004,-1442.2877764423004,-23.07149479582738,|z|>=3.0 via STL residuals
S4,2025-10-12,units_produced,1352.0,980.3585542825999,371.64144571740013,6.034328061171406,|z|>=3.0 via STL residuals
S4,2025-10-15,units_produced,1194.0,1447.4206199669331,-253.42061996693315,-3.9952505663657036,|z|>=3.0 via STL residuals
S4,2025-10-25,units_produced,1508.0,1304.271700202107,203.72829979789293,3.340038658481423,|z|>=3.0 via STL residuals
S4,2025-10-26,units_produced,0.0,905.8451148846005,-905.8451148846005,-14.463879410677187,|z|>=3.0 via STL residuals
S4,2025-10-31,units_produced,1747.0,1451.812061841178,295.18793815882196,4.807575539291431,|z|>=3.0 via STL residuals
S4,2025-11-04,units_produced,1255.0,1528.5626787848537,-273.5626787848537,-4.31844465176207,|z|>=3.0 via STL residuals
S4,2025-11-09,units_produced,0.0,1006.7528955279319,-1006.7528955279319,-16.083018654049006,|z|>=3.0 via STL residuals
S4,2025-11-21,units_produced,0.0,1458.121061613285,-1458.121061613285,-23.325551452394357,|z|>=3.0 via STL residuals
S4,2025-12-02,units_produced,0.0,1343.4804259024033,-1343.4804259024033,-21.486058491780437,|z|>=3.0 via STL residuals
S4,2025-12-07,units_produced,0.0,1154.852505336371,-1154.852505336371,-18.459385358777887,|z|>=3.0 via STL residuals
S4,2025-01-05,power_kwh,0.0,4127.579957565283,-4127.579957565283,-15.367500587154282,|z|>=3.0 via STL residuals
S4,2025-01-08,power_kwh,3772.0,5232.525514548284,-1460.5255145482847,-5.410024356599872,|z|>=3.0 via STL residuals
S4,2025-01-15,power_kwh,6934.0,4621.852766637767,2312.1472333622332,8.675289616400248,|z|>=3.0 via STL residuals
S4,2025-01-18,power_kwh,0.0,4115.804963278857,-4115.804963278857,-15.323538520302224,|z|>=3.0 via STL residuals
S4,2025-01-23,power_kwh,0.0,5000.257750073519,-5000.257750073519,-18.62565244025392,|z|>=3.0 via STL residuals
S4,2025-02-04,power_kwh,5961.0,4060.241596220498,1900.7584037795018,7.1393650300795555,|z|>=3.0 via STL residuals
S4,2025-02-06,power_kwh,7275.0,5037.228645411986,2237.771354588014,8.397606479124986,|z|>=3.0 via STL residuals
S4,2025-02-11,power_kwh,5019.0,4043.777969619179,975.222030380821,3.6838651010246166,|z|>=3.0 via STL residuals
S4,2025-02-19,power_kwh,6241.0,4518.092643608028,1722.9073563919717,6.475356246315387,|z|>=3.0 via STL residuals
S4,2025-03-06,power_kwh,5720.0,4463.3864715420705,1256.6135284579293,4.734443262606242,|z|>=3.0 via STL residuals
S4,2025-03-07,power_kwh,5964.0,4724.079979131742,1239.920020868258,4.672117873837388,|z|>=3.0 via STL residuals
S4,2025-03-20,power_kwh,6053.0,4382.510744361036,1670.4892556389636,6.279652707654794,|z|>=3.0 via STL residuals
S4,2025-03-23,power_kwh,3366.0,4501.453188632415,-1135.4531886324144,-4.196363358042714,|z|>=3.0 via STL residuals
S4,2025-03-25,power_kwh,0.0,4853.9831302838775,-4853.9831302838775,-18.07953458596629,|z|>=3.0 via STL residuals
S4,2025-03-29,power_kwh,0.0,4228.484134395818,-4228.484134395818,-15.744227408379999,|z|>=3.0 via STL residuals
S4,2025-04-03,power_kwh,5346.0,4230.197477507402,1115.802522492598,4.20872386884908,|z|>=3.0 via STL residuals
S4,2025-04-11,power_kwh,0.0,4993.691387261585,-4993.691387261585,-18.60113685460766,|z|>=3.0 via STL residuals
S4,2025-04-12,power_kwh,4809.0,3983.7391506669273,825.2608493330725,3.1239834309303003,|z|>=3.0 via STL residuals
S4,2025-04-22,power_kwh,0.0,4639.496095094451,-4639.496095094451,-17.278744950699295,|z|>=3.0 via STL residuals
S4,2025-04-27,power_kwh,3243.0,4107.1736314739155,-864.1736314739153,-3.1835382358133426,|z|>=3.0 via STL residuals
S4,2025-04-28,power_kwh,0.0,5116.693016159951,-5116.693016159951,-19.060364748991947,|z|>=3.0 via STL residuals
S4,2025-05-04,power_kwh,0.0,4118.8729804158675,-4118.8729804158675,-15.33499299503059,|z|>=3.0 via STL residuals
S4,2025-05-17,power_kwh,6694.0,4877.56809580343,1816.4319041965705,6.824531143804238,|z|>=3.0 via STL residuals
S4,2025-05-20,power_kwh,0.0,5134.806742360527,-5134.806742360527,-19.127992539103712,|z|>=3.0 via STL residuals
S4,2025-06-02,power_kwh,0.0,4822.775851333267,-4822.775851333267,-17.96302187690458,|z|>=3.0 via STL residuals
S4,2025-06-03,power_kwh,0.0,5069.666433075916,-5069.666433075916,-18.884790499096333,|z|>=3.0 via STL residuals
S4,2025-06-07,power_kwh,0.0,4464.230979300825,-4464.230979300825,-16.624390770142632,|z|>=3.0 via STL residuals
S4,2025-06-13,power_kwh,7020.0,5240.936359318,1779.0636406820001,6.685016333111992,|z|>=3.0 via STL residuals
S4,2025-06-21,power_kwh,6655.0,4249.678740681124,2405.3212593188764,9.023155836828362,|z|>=3.0 via STL residuals
S4,2025-06-26,power_kwh,3956.0,5456.002647344989,-1500.0026473449893,-5.557412653266572,|z|>=3.0 via STL residuals
S4,2025-07-08,power_kwh,4087.0,5162.272073242684,-1075.2720732426847,-3.9716765213752163,|z|>=3.0 via STL residuals
S4,2025-07-14,power_kwh,4430.0,5651.541241126317,-1221.5412411263171,-4.517774020913571,|z|>=3.0 via STL residuals
S4,2025-07-16,power_kwh,0.0,4476.804275879408,-4476.804275879408,-16.671333307123362,|z|>=3.0 via STL residuals
S4,2025-07-30,power_kwh,5322.0,4285.916482634677,1036.083517365323,3.9110921123033333,|z|>=3.0 via STL residuals
S4,2025-08-04,power_kwh,4322.0,5843.918724632807,-1521.9187246328074,-5.639236561748012,|z|>=3.0 via STL residuals
S4,2025-08-15,power_kwh,0.0,4710.513692301831,-4710.513692301831,-17.543889907899203,|z|>=3.0 via STL residuals
S4,2025-08-16,power_kwh,7610.0,4645.175606054459,2964.824393945541,11.112066761969979,|z|>=3.0 via STL residuals
S4,2025-08-23,power_kwh,7133.0,4875.256906389748,2257.7430936102523,8.472171179938448,|z|>=3.0 via STL residuals
S4,2025-08-25,power_kwh,4652.0,5943.210585139881,-1291.2105851398812,-4.777885260423414,|z|>=3.0 via STL residuals
S4,2025-08-26,power_kwh,0.0,5319.646256865002,-5319.646256865002,-19.81809283944235,|z|>=3.0 via STL residuals
S4,2025-08-27,power_kwh,0.0,5497.0077368670045,-5497.0077368670045,-20.48027381814712,|z|>=3.0 via STL residuals
S4,2025-09-01,power_kwh,0.0,6551.691624388855,-6551.691624388855,-24.41794736967297,|z|>=3.0 via STL residuals
S4,2025-09-19,power_kwh,5931.0,4681.97239805064,1249.0276019493604,4.7061211250159944,|z|>=3.0 via STL residuals
S4,2025-09-22,power_kwh,4744.0,6292.198002720321,-1548.1980027203213,-5.737350526986958,|z|>=3.0 via STL residuals
S4,2025-10-02,power_kwh,7238.0,5254.866870701672,1983.133129298328,7.4469119470537315,|z|>=3.0 via STL residuals
S4,2025-10-08,power_kwh,0.0,4729.425381257176,-4729.425381257176,-17.61449690047318,|z|>=3.0 via STL residuals
S4,2025-10-12,power_kwh,4874.0,3342.1311051784696,1531.8688948215301,5.762112110939771,|z|>=3.0 via STL residuals
S4,2025-10-24,power_kwh,4386.0,5441.615778217668,-1055.6157782176679,-3.8982895340923616,|z|>=3.0 via STL residuals
S4,2025-10-26,power_kwh,0.0,3577.339862810024,-3577.339862810024,-13.313173320244205,|z|>=3.0 via STL residuals
S4,2025-11-03,power_kwh,6587.0,4533.106575559361,2053.8934244406396,7.711096264247322,|z|>=3.0 via STL residuals
S4,2025-11-09,power_kwh,0.0,3728.8721333506046,-3728.8721333506046,-13.878920669729471,|z|>=3.0 via STL residuals
S4,2025-11-21,power_kwh,0.0,4813.976913351296,-4813.976913351296,-17.93017094803097,|z|>=3.0 via STL residuals
S4,2025-11-27,power_kwh,6407.0,4571.140654003457,1835.8593459965434,6.897063705128662,|z|>=3.0 via STL residuals
S4,2025-12-02,power_kwh,0.0,4793.253357089394,-4793.253357089394,-17.85279932952849,|z|>=3.0 via STL residuals
S4,2025-12-07,power_kwh,0.0,4080.331423513676,-4080.331423513676,-15.191097680952188,|z|>=3.0 via STL residuals
S4,2025-12-21,power_kwh,6885.0,4016.7481782095,2868.2518217905,10.751512033034814,|z|>=3.0 via STL residuals
